_id,PK,CCR,AGE,GENDER,RACE,ARRESTTIME,ARRESTLOCATION,OFFENSES,INCIDENTLOCATION,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
566,1974634,16092771,23,F,B,2016-08-24T14:00:00,"600 Block 1ST AV Pittsburgh, PA 15219",2706 Terroristic Threats. / 2701(a)(3) Simple Assault - Attempts by Physical Menace  / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,"5100 Block Gloster ST Pittsburgh, PA 15207",Hazelwood,4,1501,5,3,-79.94434589,40.40677878
567,1975336,16162181,19,F,W,2016-08-29T01:40:00,"N Lang AV & Jonathan ST Pittsburgh, PA 15208",13(a)(31) Marijuana: Possession Small Amount,"N Lang AV & Jonathan ST Pittsburgh, PA 15208",Point Breeze North,4,1405,9,2,-79.90136227,40.45293121
568,1975366,16163847,24,M,B,2016-08-31T06:00:00,"7300 Block Hamilton AV Pittsburgh, PA 15208",9999 Miscellaneous Report (No Crime) / 9129 Miscellaneous Investigation,"7300 Block Hamilton AV Pittsburgh, PA 15208",Homewood South,5,1303,9,2,-79.89564429,40.45401652
569,1975378,16145761,13,M,B,2016-09-13T11:00:00,"600 Block 1st AV Pittsburgh, PA 15219",3502 Burglary.,"1400 Block Lowrie ST Pittsburgh, PA 15212",Troy Hill-Herrs Island,1,2406,1,1,-79.98587703,40.46076942
570,1975403,16164254,35,M,W,2016-09-02T13:00:00,"600 Block 1st AV Pittsburgh, PA 15219",2706 Terroristic Threats. / 2709 Harassment (Non-Specific),"100 Block Wynoka ST Pittsburgh, PA 15210",Carrick,3,2902,4,3,-79.9891383,40.40530274
571,1975409,16134337,41,M,W,2016-09-14T01:00:00,"1900 Block West ST Munhall, PA 15120",3921 Theft by Unlawful Taking or Disposition.,"1600 Block Rutherford AV Pittsburgh, PA 15216",Beechview,6,1916,4,5,-80.02678137,40.41033244
572,1974692,16147724,29,M,B,2016-08-08T18:15:00,"4900 Block Centre AV Pittsburgh, PA 15213",2701 Simple Assault.,"4900 Block Centre AV Pittsburgh, PA 15213",Shadyside,4,709,8,2,-79.94663115,40.45313509
573,1974693,16145933,40,M,B,2016-08-06T01:30:00,"1400 Block Locust ST Pittsburgh, PA 15219",2702 Aggravated Assault.,"700 Block Proctor WY Pittsburgh, PA 15210",Allentown,3,1803,3,5,-79.99576971,40.42030248
574,1974695,16145936,22,M,W,2016-08-06T01:40:00,"1500 Block E Carson ST Pittsburgh, PA 15203",5505 Public Drunkenness / 3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION,"1500 Block E Carson ST Pittsburgh, PA 15203",South Side Flats,3,1702,3,3,-79.98330671,40.42868483
575,1975423,16158423,44,F,W,2016-08-23T19:10:00,"1700 Block Henderson ST & Federal ST Pittsburgh, PA 15212",3323 Stop Signs and Yield Signs. / 4303 General Lighting Requirements. / 13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession,"1700 Block Sandusky CT & Henderson ST Pittsburgh, PA 15212",Fineview,1,2509,,,,
576,1975446,16141030,29,F,W,2016-07-29T21:00:00,"Middle ST & Suismon ST Pittsburgh, PA 15212",13(a)(32) Paraphernalia - Use or Possession / 5902(a)(2) Prostitution - Loitering for purpose of,"Cedar AV & Foreland ST Pittsburgh, PA 15212",Allegheny Center,1,2204,1,1,-80.00193876,40.45408043
577,1975456,16164450,23,M,B,2016-09-14T10:26:00,Zone OSC,2705 Recklessy Endangering Another Person. / 2902 Unlawful Restraint. / 3502 Burglary. / 3124.1 Sexual Assault / 2701(a)(3) Simple Assault - Attempts by Physical Menace  / 3121(a)(1) Rape by forcible compulsion / 3123(a)(1) IDSI by forcible compulsion / 3125(a)(1) Agg. indecent assault w/o consent / 3126(a)(1) Indecent assault without consent,Zone 1,,1,,,,,
578,1975460,15156146,26,M,B,2016-09-21T14:30:00,"2300 Block Arlington AV Pittsburgh, PA 15210",907 Possessing Instruments of Crime. / 2702 Aggravated Assault. / 3921(a) Theft by Unlawful Taking or Disposition - Movable item,"7th AV & Liberty AV Pittsburgh, PA 15222",Golden Triangle/Civic Arena,2,201,6,6,-79.99748443,40.44305798
579,1975507,16166215,52,M,W,2016-09-12T13:22:00,"600 Block 1st AV Pittsburgh, PA 15219",1786 Required Financial Responsibility. / 3743 Accidents Involving Damage to Attended Veh. or Property,"Saw Mill Run BL & Glenbury ST Pittsburgh, PA 15227",Overbrook,3,3204,4,5,-79.99602663,40.38248919
580,1974882,16154853,32,M,W,2016-08-23T03:30:00,"100 Block Art Rooney AV Pittsburgh, PA 15212",5505 Public Drunkenness / 3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION,"100 Block Art Rooney AV Pittsburgh, PA 15212",North Shore,1,2205,1,6,-80.01631623,40.44631465
581,1974884,16154863,35,M,W,2016-08-18T18:35:00,"General Robinson ST W & Art Rooney AV Pittsburgh, PA 15212",13(a)(31) Marijuana: Possession Small Amount,"General Robinson ST & Art Rooney AV Pittsburgh, PA 15212",North Shore,1,2205,1,6,-80.01397546,40.44659132
582,1974996,16136843,62,M,W,2016-09-07T04:00:00,Zone 2,3125(a)(1) Agg. indecent assault w/o consent / 3126(a)(1) Indecent assault without consent,Zone 2,,2,,,,,
583,1975002,16157629,33,M,W,2016-08-22T17:42:00,"2nd AV & E Elizabeth ST Pittsburgh, PA 15207",13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 9501 Bench Warrant,"2nd AV & E Elizabeth ST Pittsburgh, PA 15207",Hazelwood,4,1515,5,3,-79.94327177,40.40709103
584,1975094,16101126,21,M,W,2016-09-01T06:17:00,"Smallman ST & 14th ST Pittsburgh, PA 15222",3929 Retail Theft.,"900 Block Freeport RD Pittsburgh, PA 15238",Lincoln-Lemington-Belmar,5,1201,9,2,-79.89431722,40.48808181
585,1975179,16160175,44,M,B,2016-08-26T03:22:00,"Brownsville RD & Ormsby ST Pittsburgh, PA 15210",9501 Bench Warrant,"Brownsville RD & Ormsby ST Pittsburgh, PA 15210",Knoxville,3,3001,,,-79.98922013,40.41269036
586,1975180,16160182,20,F,B,2016-08-26T05:09:00,"3700 Block Dawson ST Pittsburgh, PA 15213","2701 Simple Assault. / 6308(a) Underage Purchase, Consume, Possessed or Transport Liquor","3700 Block Dawson ST Pittsburgh, PA 15213",Central Oakland,4,406,3,3,-79.95231335,40.43715612
587,1975200,16154662,16,M,B,2016-09-13T09:15:00,"900 Block Second AV Pittsburgh, PA 15219",3702 Robbery of Motor Vehicle.,"2nd AV & Glen Caladh ST Pittsburgh, PA 15207",Hazelwood,4,1515,5,3,-79.94384519,40.40915052
588,1975203,16156074,23,M,B,2016-09-12T10:51:00,"2500 Block N Charles ST Pittsburgh, PA 15214",2701 Simple Assault. / 2706 Terroristic Threats. / 3304 Criminal Mischief. / 3701 Robbery.,"2500 Block N Charles ST Pittsburgh, PA 15214",Perry South,1,2615,6,1,-80.01885858,40.46692217
589,1975269,16161570,41,F,H,2016-08-28T00:45:00,"60 Block Lawn ST Pittsburgh, PA 15213",2701 Simple Assault. / 9093 Indirect Criminal Contempt,"60 Block Lawn ST Pittsburgh, PA 15213",South Oakland,4,409,6,3,-79.96556502,40.43530242
590,1975316,16163318,22,F,W,2016-08-30T16:50:00,"6200 Block Penn AV Pittsburgh, PA 15206",903 Criminal Conspiracy. / 3929 Retail Theft.,"6200 Block Penn AV Pittsburgh, PA 15206",East Liberty,5,1115,8,2,-79.92271679,40.46059432
591,1975319,16155966,,M,B,2016-08-20T06:02:00,"100 Block N Beatty ST Pittsburgh, PA 15206",3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION,"100 Block N Beatty ST Pittsburgh, PA 15206",East Liberty,5,1115,9,2,-79.92675935,40.46212336
592,1975342,16161356,30,F,B,2016-09-06T18:58:00,"600 Block 1st AV Pittsburgh, PA 15219",1786 Required Financial Responsibility. / 3743 Accidents Involving Damage to Attended Veh. or Property,"3700 Block Brighton RD Pittsburgh, PA 15212",Brighton Heights,1,2708,1,1,-80.03519475,40.48324656
593,1975393,16162616,34,M,B,2016-08-29T16:45:00,"500 Block Holmes ST Pittsburgh, PA 15221","3925 Receiving Stolen Property. / 6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b)","500 Block Holmes ST Pittsburgh, PA 15221",Outside City,OSC,5599,,,-79.88545191,40.44750224
594,1974443,16142928,26,M,W,2016-08-01T19:32:00,"Wyoming ST & E Sycamore ST Pittsburgh, PA 15211",13(a)(16) Possession of Controlled Substance,"Wyoming ST & E Sycamore ST Pittsburgh, PA 15211",Mount Washington,3,1914,2,5,-80.00645947,40.43027051
595,1974780,16151525,30,M,B,2016-08-17T03:15:00,"Brushton AV & Mohler ST Pittsburgh, PA 15221",3925 Receiving Stolen Property. / 5121 Escape.,"700 Block Mellon ST Pittsburgh, PA 15206",East Liberty,5,1113,9,2,-79.92589156,40.46938698
596,1975153,16127229,36,F,B,2016-09-09T12:33:00,"600 Block 1st AV Pittsburgh, PA 15219",9015 Failure To Appear/Arrest on Attachment Order,"Allen ST & E Warrington AV Pittsburgh, PA 15210",Allentown,3,1803,3,5,-79.99373781,40.42180212
597,1975211,16139179,48,M,B,2016-09-08T09:20:00,Zone 2,2709(a) Harassment. / 3127 Indecent Exposure.,Zone 5,,5,,,,,
598,1975214,16155169,16,M,B,2016-09-08T16:30:00,"200 Block Academy AV Pittsburgh, PA 15228",903 Criminal Conspiracy. / 3702 Robbery of Motor Vehicle.,"6400 Block Frankstown AV Pittsburgh, PA 15206",Larimer,5,1208,9,2,-79.915653,40.46077054
599,1975216,16151840,28,M,B,2016-09-11T19:20:00,"7300 Block Forest WY Pittsburgh, PA 15208",4915 Failure to Comply with Megans Law,"900 Block 2ND AV Pittsburgh, PA 15219",Bluff,2,103,6,3,-79.99307769,40.4350955
600,1974835,16152421,22,M,B,2016-08-15T11:15:00,"2400 Block Charcot ST Pittsburgh, PA 15210",2701 Simple Assault.,"2400 Block Charcot ST Pittsburgh, PA 15210",Arlington,3,1603,3,3,-79.97291755,40.41686896
601,1974838,16152440,52,M,B,2016-08-16T12:00:00,"2000 Block Centre AV Pittsburgh, PA 15219",2702 Aggravated Assault.,"Webster AV & Mc Neil PL Pittsburgh, PA 15219",Upper Hill,2,506,6,3,-79.96319041,40.45405593
602,1974840,16152499,34,M,B,2016-08-18T20:20:00,"900 Block 2nd AV Pittsburgh, PA 15219",3701 Robbery.,"800 Block Middle ST Pittsburgh, PA 15212",East Allegheny,1,2304,1,1,-79.99932356,40.45459396
603,1975017,16152529,21,M,B,2016-08-15T14:23:00,"1600 Block Fallowfield AV Pittsburgh, PA 15216",3503(b)(1)(i) Actual Communication,"1600 Block Fallowfield AV Pittsburgh, PA 15216",Beechview,6,1920,4,5,-80.02396567,40.41047934
604,1974565,16146745,26,M,B,2016-08-07T06:24:00,"2300 Block East Hills DR Pittsburgh, PA 15221",2701 Simple Assault. / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,"2300 Block East Hills DR Pittsburgh, PA 15221",East Hills,5,1306,9,2,-79.87136146,40.45656464
605,1975297,16161658,37,M,B,2016-08-28T03:01:00,"Liberty AV & 12th ST Pittsburgh, PA 15222",3802(a)(1) DUI - General Impairment,"Liberty AV & 12th ST Pittsburgh, PA 15222",Golden Triangle/Civic Arena,2,201,7,6,-79.99182108,40.4452171
606,1975310,16161324,31,M,B,2016-08-27T16:59:00,"Rue Grande Vue ST & Marlow ST Pittsburgh, PA 15220",9501 Bench Warrant,"Rue Grande Vue ST & Marlow ST Pittsburgh, PA 15220",Elliott,6,2020,2,5,-80.03440274,40.44642138
607,1974706,16149808,41,M,B,2016-08-11T14:44:00,"Frankstown AV & N Homewood AV Pittsburgh, PA 15208",3353 Prohibitions in Specified Places. / 5503(a)(2) DISORDERLY CONDUCT - UNREASONABLE NOISE,"Frankstown AV & N Homewood AV Pittsburgh, PA 15208",Homewood North,5,1302,9,2,-79.89629786,40.45739668
608,1975023,16156608,20,F,W,2016-09-02T12:04:00,"200 Block Spencer AV Pittsburgh, PA 15227",3921 Theft by Unlawful Taking or Disposition. / 3503 Criminal Trespass,"200 Block Spencer AV Pittsburgh, PA 15227",Carrick,3,2904,4,3,-79.97620942,40.3881968
609,1975033,15232965,19,F,B,2016-09-08T03:50:00,"900 Block 2ND AV Pittsburgh, PA 15219",2706 Terroristic Threats. / 4952 Intimidation of Witnesses or Victims,"8000 Block Bennett ST Pittsburgh, PA 15221",East Hills,5,1306,9,2,-79.88411574,40.45392462
610,1974451,16087773,28,F,B,2016-08-23T12:20:00,"600 Block 1st AV Pittsburgh, PA 15219",2705 Recklessy Endangering Another Person. / 4101 Forgery. / 13(a)(12) Obtaining Cont. Subst. by Fraudulent Means / 4304(a)(1) Enhanced Endangering Welfare of Children - Course of Conduct,"3400 Block Forbes AV Pittsburgh, PA 15213",Central Oakland,4,405,3,3,-79.96089738,40.4384111
611,1974459,16123400,35,M,B,2016-08-22T10:15:00,Zone 2,3126 Indecent Assault. / 6301 Corruption of Minors. / 6318 Unlawful Contact/Communication w/ Minor,Zone 1,,1,,,,,
612,1975115,16158134,21,F,B,2016-08-23T12:00:00,"1100 Block Stanton TER Pittsburgh, PA 15201",2701(a)(3) Simple Assault - Attempts by Physical Menace ,"1100 Block Stanton TER Pittsburgh, PA 15201",Stanton Heights,5,1005,9,2,-79.93973309,40.47849898
613,1975130,16159675,63,F,W,2016-08-25T14:10:00,"1400 Block Locust ST Pittsburgh, PA 15219",2701 Simple Assault. / 2702 Aggravated Assault.,"1400 Block Locust ST Pittsburgh, PA 15219",Bluff,2,103,6,3,-79.98545539,40.43603601
614,1975466,16164848,14,M,W,2016-09-01T18:00:00,"1000 Block Uvilla ST Pittsburgh, PA 15220",903 Criminal Conspiracy. / 3502 Burglary.,"1000 Block Chartiers AV Pittsburgh, PA 15220",Elliott,6,2020,2,5,-80.0406073,40.44420027
615,1974720,16148304,21,M,W,2016-08-09T14:00:00,"Reedsdale ST & Scotland ST Pittsburgh, PA 15212",5505 Public Drunkenness / 13(a)(16) Possession of Controlled Substance,"Reedsdale ST & Scotland ST Pittsburgh, PA 15212",North Shore,1,2205,1,6,-80.01050311,40.44829653
616,1974736,16148446,37,M,W,2016-08-09T17:58:00,"300 Block Cedar AV Pittsburgh, PA 15212",3921 Theft by Unlawful Taking or Disposition.,"300 Block E North AV Pittsburgh, PA 15212",Central Northside,1,2206,1,1,-80.00964027,40.45494869
617,1974738,16148463,58,M,W,2016-08-18T09:15:00,"600 Block 1ST AV Pittsburgh, PA 15219",2702 Aggravated Assault.,"600 Block Suismon ST Pittsburgh, PA 15212",East Allegheny,1,2304,1,1,-79.9996256,40.45542459
618,1975036,16070378,22,F,W,2016-09-07T18:50:00,"Henderson ST & Sandusky CT Pittsburgh, PA 15212",9015 Failure To Appear/Arrest on Attachment Order,"300 Block Cedar AV Pittsburgh, PA 15212",East Allegheny,1,2304,1,1,-80.00084389,40.45089272
619,1975070,16157552,51,M,B,2016-08-22T16:10:00,"1800 Block Centre AV Pittsburgh, PA 15219","4914(A) False Identification to Law Enforcement / 3929(a)(1) Retail Theft; takes possession of, carries away, or transfers displayed merchandise","1800 Block Centre AV Pittsburgh, PA 15219",Crawford-Roberts,2,305,6,3,-79.98289274,40.44191944
620,1975077,16125018,40,M,W,2016-09-01T19:18:00,"Allegheny River BL & Washington BL Pittsburgh, PA 15147",9015 Failure To Appear/Arrest on Attachment Order,"Hamilton AV & N Homewood AV Pittsburgh, PA 15208",Homewood South,5,1303,9,2,-79.89752445,40.4546281
621,1974831,16153303,23,F,W,2016-08-16T16:02:00,"400 Block S 27th ST Pittsburgh, PA 15203",3929 Retail Theft.,"400 Block S 27th ST Pittsburgh, PA 15203",South Side Flats,3,1609,3,3,-79.96544643,40.42859109
622,1975477,16165834,37,M,B,2016-09-07T03:31:00,"600 Block 1st AV Pittsburgh, PA 15219",3308 One-Way Roadways and Rotary Traffic Islands. / 3736 Reckless Driving / 3802(a)(1) DUI - General Impairment,"Paulson AV & Winslow ST Pittsburgh, PA 15206",Larimer,5,1204,9,2,-79.91138169,40.46395062
623,1974551,16146668,48,M,B,2016-08-07T02:00:00,"Jacksonia ST & Monterey ST Pittsburgh, PA 15212",1543 Driving While Operating Privilege is Suspended or Revoked. / 9501 Bench Warrant,"Jacksonia ST & Monterey ST Pittsburgh, PA 15212",Central Northside,1,2503,6,1,-80.01353515,40.45716751
624,1974763,16149386,51,F,W,2016-08-10T23:20:00,"10 Block Jacksonia ST Pittsburgh, PA 15212",2701 Simple Assault.,"10 Block Jacksonia ST Pittsburgh, PA 15212",Central Northside,1,2503,6,1,-80.00805491,40.45822813
625,1974781,16151781,43,M,B,2016-08-14T07:15:00,"Banksville RD & Potomac AV Pittsburgh, PA 15216",2706 Terroristic Threats. / 2709.1 Stalking Conduct or Repeatedly Acts Including Follows / 2709(a)(6) Harassment Communicates Repeatedly at Extreme Hours,"200 Block Stewart AV Pittsburgh, PA 15227",Carrick,3,2904,4,3,-79.98268451,40.38244964
626,1975085,16148512,17,M,H,2016-09-07T13:24:00,"1200 Block Western AV Pittsburgh, PA 15233",901 Criminal Attempt / 2702 Aggravated Assault. / 3736 Reckless Driving / 3742 Accidents Involving Death or Personal Injury,"900 Block Heths AV Pittsburgh, PA 15206",Morningside,5,1014,7,2,-79.9282265,40.47421409
627,1975091,16154461,26,M,W,2016-08-18T06:03:00,"600 Block Elmbank ST Pittsburgh, PA 15226",13(a)(32) Paraphernalia - Use or Possession,"600 Block Elmbank ST Pittsburgh, PA 15226",Brookline,6,1917,4,5,-80.01608926,40.39948422
628,1975064,16159353,54,M,W,2016-08-25T00:29:00,"1900 Block Brownsville RD Pittsburgh, PA 15210",3802(a)(1) DUI - General Impairment / 3802(b) DUI - High Rate of Alchol - BAC >=.10% <.16%,"1900 Block Brownsville RD Pittsburgh, PA 15210",Carrick,3,2902,4,3,-79.9875055,40.39605243
629,1975177,16160569,34,F,W,2016-08-26T16:56:00,"Hemlock ST & Federal ST N Pittsburgh, PA 15212",1543 Driving While Operating Privilege is Suspended or Revoked. / 13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession,"Hemlock ST & Federal ST Pittsburgh, PA 15212",Central Northside,1,2206,1,1,-80.0072265,40.45727922
630,1975529,16165926,39,M,B,2016-09-03T03:55:00,"Cedar AV & Pressley ST Pittsburgh, PA 15212",2702 Aggravated Assault. / 4910 Tampering with or Fabricating Physical Evidence. / 5104 Resisting Arrest or Other Law Enforcement. / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance,"Cedar AV & Pressley ST Pittsburgh, PA 15212",Allegheny Center,1,2204,1,1,-80.00114571,40.45161704
631,1975533,16165979,31,M,B,2016-09-03T08:00:00,"100 Block S 13th ST Pittsburgh, PA 15203",13(a)(32) Paraphernalia - Use or Possession,"100 Block S 13th ST Pittsburgh, PA 15203",South Side Flats,3,1702,3,3,-79.98545585,40.42704846
632,1975385,16029218,31,M,W,2016-02-17T15:25:00,"800 Block Concord ST Pittsburgh, PA 15212",13(a)(16) Possession of Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession,"800 Block Concord ST Pittsburgh, PA 15212",East Allegheny,1,2304,1,1,-79.99792377,40.45756351
633,1975435,15095591,25,M,B,2015-05-29T07:55:00,"Gladys AV & Crane AV Pittsburgh, PA 15216",3111 Obedience to Traffic-Control Devices. / 3365 Special Speed Limitations. / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 3714 Careless Driving,"Gladys AV & Crane AV Pittsburgh, PA 15216",Beechview,6,1916,4,5,-80.02424548,40.41691714
634,1975524,16167374,27,M,B,2016-09-05T15:18:00,"5600 Block Rural ST Pittsburgh, PA 15206",2701 Simple Assault.,"5200 Block Schenley AV Pittsburgh, PA 15224",Garfield,5,1016,9,2,-79.93886079,40.4719186
635,1974536,16145596,42,M,W,2016-08-05T15:26:00,"5800 Block Forward AV Pittsburgh, PA 15217",13(a)(32) Paraphernalia - Use or Possession,"5800 Block Forward AV Pittsburgh, PA 15217",Squirrel Hill South,4,1408,5,3,-79.92335695,40.4295955
636,1974946,16024464,22,M,B,2016-09-02T20:00:00,"900 Block 2nd AV Pittsburgh, PA 15219",2706 Terroristic Threats. / 3701 Robbery.,"400 Block Alice ST Pittsburgh, PA 15210",Knoxville,3,3001,3,5,-79.9951082,40.41011494
637,1974856,16147868,34,M,W,2016-08-08T21:18:00,"2000 Block Penn AV Pittsburgh, PA 15222",13(a)(16) Possession of Controlled Substance,"2000 Block Penn AV Pittsburgh, PA 15222",Strip District,2,203,7,6,-79.98357825,40.45097636
638,1974865,16147931,36,M,B,2016-08-08T23:15:00,"900 Block N Euclid AV Pittsburgh, PA 15206",9501 Bench Warrant,"900 Block N Euclid AV Pittsburgh, PA 15206",Highland Park,5,1102,7,2,-79.92219153,40.47170462
639,1974870,16152506,29,M,W,2016-08-15T13:40:00,"50 Block Montgomery PL Pittsburgh, PA 15212",9501 Bench Warrant,"50 Block Montgomery PL Pittsburgh, PA 15212",Allegheny Center,1,2204,1,1,-80.00496104,40.45480329
640,1974871,16152510,34,F,W,2016-08-18T11:00:00,"600 Block 1st AV Pittsburgh, PA 15219",4906 False Reports to Law Enforcement Authorities.,"500 Block Ormsby ST Pittsburgh, PA 15210",Mt. Oliver Neighborhood,3,1607,3,3,-79.97919837,40.41277351
641,1975255,16156346,37,F,W,2016-08-20T19:05:00,"Middle ST & Foreland ST Pittsburgh, PA 15212",5902(a)(2) Prostitution - Loitering for purpose of,"Middle ST & Foreland ST Pittsburgh, PA 15212",East Allegheny,1,2304,1,1,-79.99938941,40.45456873
642,1975262,16156405,33,M,B,2016-08-20T21:19:00,"200 Block Robinson ST Pittsburgh, PA 15213",1543 Driving While Operating Privilege is Suspended or Revoked. / 601.16 Public Urination And Defecation / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 3802(a)(1) DUI - General Impairment,"200 Block Robinson ST Pittsburgh, PA 15213",West Oakland,4,402,6,3,-79.96533382,40.44047972
